Pf_geneID	Po_geneID
PF3D7_1230100	PocGH01_14055800
PF3D7_1230300	PocGH01_14056000
PF3D7_1230400	PocGH01_14056100
PF3D7_1230500	PocGH01_14056200
PF3D7_1230600	PocGH01_09035700
PF3D7_1230700	PocGH01_14056400
PF3D7_1230800	PocGH01_14056500
PF3D7_1230900	PocGH01_14056600
PF3D7_1231000	PocGH01_14056700
PF3D7_1231100	PocGH01_14056800
PF3D7_1231200	PocGH01_14056900
PF3D7_1231300	PocGH01_14057000
PF3D7_1231400	PocGH01_13018300
PF3D7_1231500	PocGH01_14057200
PF3D7_1231600	PocGH01_14057300
PF3D7_1231700	PocGH01_14057400
PF3D7_1231800	PocGH01_07043900
PF3D7_1231900	PocGH01_14057600
PF3D7_1232000	PocGH01_14057700
PF3D7_1232100	PocGH01_14057800
PF3D7_1232200	PocGH01_05025000
PF3D7_1232300	PocGH01_14058000
PF3D7_1232400	PocGH01_14058100
PF3D7_1232500	PocGH01_14058200
PF3D7_1232600	PocGH01_14058300
PF3D7_1232700	PocGH01_14058400
PF3D7_1232800	PocGH01_14058500
PF3D7_1232900	PocGH01_14058600
PF3D7_1233000	PocGH01_14058700
PF3D7_1233050	PocGH01_14058750
PF3D7_1233100	PocGH01_14058800
PF3D7_1233300	PocGH01_14059000
PF3D7_1233400	PocGH01_14059100
PF3D7_1233600	PocGH01_14059200
PF3D7_1233700	PocGH01_14059300
PF3D7_1233800	PocGH01_14059400
PF3D7_1233900	PocGH01_14059500
PF3D7_1234000	PocGH01_14059600
PF3D7_1234300	PocGH01_14059900
PF3D7_1234400	PocGH01_14060000
PF3D7_1234500	PocGH01_14060100
PF3D7_1234600	PocGH01_14060200
PF3D7_1234700	PocGH01_14060300
PF3D7_1234800	PocGH01_14060400
PF3D7_1234900	PocGH01_14060500
PF3D7_1235000	PocGH01_14060600
PF3D7_1235100	PocGH01_14060700
PF3D7_1235200	PocGH01_12058000
PF3D7_1235300	PocGH01_14060900
PF3D7_1235400	PocGH01_14061000
PF3D7_1235500	PocGH01_14061100
PF3D7_1235600	PocGH01_14061200
PF3D7_1235700	PocGH01_14061300
PF3D7_1235800	PocGH01_14061400
PF3D7_1235900	PocGH01_14061500
PF3D7_1236000	PocGH01_14061600
PF3D7_1236100	PocGH01_14061700
PF3D7_1236200	PocGH01_14061800
PF3D7_1236300	PocGH01_14061900
PF3D7_1236400	PocGH01_14062000
PF3D7_1236500	PocGH01_14062100
PF3D7_1236600	PocGH01_14062150
PF3D7_1236650	PocGH01_14062180
PF3D7_1236700	PocGH01_14062300
PF3D7_1236800	PocGH01_14062400
PF3D7_1236900	PocGH01_14062500
PF3D7_1237000	PocGH01_14062600
PF3D7_1237100	PocGH01_14062700
PF3D7_1237200	PocGH01_14062800
PF3D7_1237300	PocGH01_14062900
PF3D7_1237400	PocGH01_14063000
PF3D7_1237500	PocGH01_14063100
PF3D7_1237600	PocGH01_14063200
PF3D7_1237700	PocGH01_14063300
PF3D7_1237800	PocGH01_14063400
PF3D7_1237900	PocGH01_14063500
PF3D7_1238000	PocGH01_14063600
PF3D7_1238100	PocGH01_14063700
PF3D7_1238200	PocGH01_14063800
PF3D7_1238300	PocGH01_14063900
PF3D7_1238400	PocGH01_14064000
PF3D7_1238500	PocGH01_14064100
PF3D7_1238600	PocGH01_14064200
PF3D7_1238800	PocGH01_10016500
PF3D7_1238900	PocGH01_14064500
PF3D7_1239000	PocGH01_14064600
PF3D7_1239100	PocGH01_14064700
PF3D7_1239200	PocGH01_14064800
PF3D7_1239300	PocGH01_14064900
PF3D7_1239400	PocGH01_14065000
PF3D7_1239500	PocGH01_14065100
PF3D7_1239600	PocGH01_14065200
PF3D7_1239700	PocGH01_09025800
PF3D7_1239900	PocGH01_14065500
PF3D7_1240000	PocGH01_14065600
PF3D7_1240100	PocGH01_04027300
PF3D7_1241100	PocGH01_14065700
PF3D7_1241300	PocGH01_14065900
PF3D7_1241600	PocGH01_14066200
PF3D7_1241700	PocGH01_12051600
PF3D7_1241800	PocGH01_14066400
PF3D7_1241900	PocGH01_14066500
PF3D7_1242000	PocGH01_14066600
PF3D7_1242100	PocGH01_14066700
PF3D7_1242200	PocGH01_14066800
PF3D7_1242300	PocGH01_14066900
PF3D7_1242400	PocGH01_14067000
PF3D7_1242500	PocGH01_14067100
PF3D7_1242600	PocGH01_14067200
PF3D7_1242700	PocGH01_14067300
PF3D7_1242800	PocGH01_14067400
PF3D7_1242900	PocGH01_13038300
PF3D7_1243000	PocGH01_14067600
PF3D7_1243100	PocGH01_14067700
PF3D7_1243200	PocGH01_14067800
PF3D7_1243300	PocGH01_14067900
PF3D7_1243500	PocGH01_14068200
PF3D7_1243600	PocGH01_14068300
PF3D7_1243700	PocGH01_14068400
PF3D7_1243800	PocGH01_12036400
PF3D7_1243900	PocGH01_14068600
PF3D7_1244000	PocGH01_14068700
PF3D7_1244100	PocGH01_14068800
PF3D7_1244200	PocGH01_14068900
PF3D7_1244400	PocGH01_14069000
PF3D7_1244600	PocGH01_14069200
PF3D7_1244700	PocGH01_14069300
PF3D7_1244800	PocGH01_14069400
PF3D7_1244900	PocGH01_14069500
PF3D7_1245000	PocGH01_14069600
PF3D7_1245100	PocGH01_14069700
PF3D7_1245200	PocGH01_14069800
PF3D7_1245300	PocGH01_14069900
PF3D7_1245400	PocGH01_07025600
PF3D7_1245500	PocGH01_14070100
PF3D7_1245600	PocGH01_14070200
PF3D7_1245800	PocGH01_14070300
PF3D7_1245900	PocGH01_14070400
PF3D7_1246000	PocGH01_14070500
PF3D7_1246100	PocGH01_14070600
PF3D7_1246200	PocGH01_13047300
PF3D7_1246300	PocGH01_14070900
PF3D7_1246400	PocGH01_14071000
PF3D7_1246500	PocGH01_14071100
PF3D7_1246600	PocGH01_14071200
PF3D7_1246700	PocGH01_14071300
PF3D7_1246800	PocGH01_14071400
PF3D7_1246900	PocGH01_14071500
PF3D7_1247000	PocGH01_14071600
PF3D7_1247100	PocGH01_14071700
PF3D7_1247200	PocGH01_14071800
PF3D7_1247300	PocGH01_14071900
PF3D7_1247400	PocGH01_14072000
PF3D7_1247500	PocGH01_14072100
PF3D7_1247600	PocGH01_14072200
PF3D7_1247700	PocGH01_14072300
PF3D7_1247800	PocGH01_14072400
PF3D7_1247900	PocGH01_14072500
PF3D7_1248000	PocGH01_14072600
PF3D7_1248100	PocGH01_14072700
PF3D7_1248200	PocGH01_14072800
PF3D7_1248300	PocGH01_14072900
PF3D7_1248400	PocGH01_14073000
PF3D7_1248500	PocGH01_14073100
PF3D7_1248600	PocGH01_00239500
PF3D7_1248700	PocGH01_14073200
PF3D7_1248800	PocGH01_14073300
PF3D7_1248900	PocGH01_14073400
PF3D7_1249000	PocGH01_14073500
PF3D7_1249100	PocGH01_14073600
PF3D7_1249200	PocGH01_14073700
PF3D7_1249300	PocGH01_14073800
PF3D7_1249400	PocGH01_14073900
PF3D7_1249500	PocGH01_14074000
PF3D7_1249700	PocGH01_14074200
PF3D7_1249800	PocGH01_14074300
PF3D7_1249900	PocGH01_14074400
PF3D7_1250000	PocGH01_14074500
PF3D7_1250100	PocGH01_14074600
PF3D7_1250200	PocGH01_14074700
PF3D7_1250300	PocGH01_14074800
PF3D7_1250400	PocGH01_14074900
PF3D7_1250500	PocGH01_14075000
PF3D7_1250600	PocGH01_14075100
PF3D7_1250700	PocGH01_14075200
PF3D7_1250800	PocGH01_14075300
PF3D7_1250900	PocGH01_14075400
PF3D7_1251000	PocGH01_14075500
PF3D7_1251100	PocGH01_14075600
PF3D7_1251200	PocGH01_14075700
PF3D7_1251300	PocGH01_14075800
PF3D7_1251400	PocGH01_14075900
PF3D7_1251500	PocGH01_14076000
PF3D7_1251700	PocGH01_14076200
PF3D7_1252100	PocGH01_14076600
PF3D7_1252200	PocGH01_14076700
PF3D7_1252300	PocGH01_14076800
PF3D7_1252500	PocGH01_00019200
PF3D7_1252600	PocGH01_00010200
PF3D7_1252700	PocGH01_00042000
PF3D7_1253400	PocGH01_14064400
PF3D7_1253800	PocGH01_08046000
